地方公共団体コード,地方公共団体コード6桁,地方公共団体名,都道府県名,都道府県名または市町村名,状態,Q1【回答対象：全団体】オープンデータについて、どの程度ご存知ですか。当てはまるものを１つ選択してください。,Q2【回答対象：全団体】オープンデータについて、組織全体での認知度（知っている、知っているが詳細は分からない）はどの程度でしょうか？おおよその判断で構いませんので割合を1つ選択してください。,Q3【回答対象：全団体】貴団体はオープンデータに取り組んでいますか？,Q4【回答対象：まだオープンデータに取り組んでいない団体のみ】オープンデータの公開開始予定時期について、当てはまるものを１つ選択してください。,Q5【回答対象：まだオープンデータに取り組んでいない団体、かつ上記設問で「未計画」を選択した場合のみ】その理由を具体的にお答えください。,Q6【回答対象：全団体】貴団体のオープンデータの更新頻度について、当てはまるものを１つ選択してください。,Q7【回答対象：全団体】オープンデータとして公開されているファイル数について、当てはまるものを１つ選択してください。,Q8【回答対象：全団体】オープンデータ作成の現状として当てはまるものを選択してください。（該当するものをすべて選択してください）,Q9【回答対象：上記設問で「その他」を選択した場合のみ】具体的な内容をご記載ください。,Q10【回答対象：全団体】貴団体における過去4年間（令和3年度以降）に生まれたオープンデータ利活用事例において、当てはまるものを全て選択してください。,Q11【回答対象：上記設問で「その他、オープンデータを活用した事例がある」を選択した場合のみ】その具体的な内容をお答えください。事例を掲載したURL等でも構いません。,Q12【回答対象：全団体】オープンデータに取り組むにあたっての（未着手の団体の場合、着手することを含む）貴団体の課題や問題点について、最も優先度の高いものを選択してください。,Q13【回答対象：上記設問で「その他」を選択した場合のみ】その具体的な内容をお答えください。,Q14【回答対象：全団体】オープンデータに取り組むにあたり、貴団体が必要と考える支援（未着手の団体の場合、着手することを含む）について、最も優先度の高いものを選択してください。,Q15【回答対象：上記設問で「その他」を選択した場合のみ】その具体的な内容をお答えください。,Q16【回答対象：オープンデータ取組の質評価指標について「知っている」団体のみ】オープンデータ取組の質評価指標を利用したことがありますか？,Q17【回答対象：オープンデータ取組の質評価指標について「知っている」団体のみ】オープンデータ取組の質評価指標についてのご意見をお聞かせください。利用したことがある方は感想や改善点、利用したことがない方は利用しなかった理由をお答えください。,Q18【回答対象：オープンデータ研修資料について「知っている」団体のみ】オープンデータ研修資料を利用したことがありますか？,Q19【回答対象：オープンデータ研修資料について「知っている」団体のみ】オープンデータ研修資料についてのご意見をお聞かせください。利用したことがある方は感想や改善点、利用したことがない方は利用しなかった理由をお答えください。,Q20【回答対象：データの二次利用を推進するための契約書アドオンについて「知っている」団体のみ】データの二次利用を推進するための契約書アドオンを利用したことがありますか？,Q21【回答対象：データの二次利用を推進するための契約書アドオンについて「知っている」団体のみ】データの二次利用を推進するための契約書アドオンについてのご意見をお聞かせください。利用したことがある方は感想や改善点、利用したことがない方は利用しなかった理由をお答えください。,Q22【回答対象：オープンデータサポート団体について「知っている」団体のみ】オープンデータサポート団体の制度を利用したことがありますか？,Q23【回答対象：オープンデータサポート団体について「知っている」団体のみ】オープンデータサポート団体についてのご意見をお聞かせください。利用したことがある方は感想や改善点、利用したことがない方は利用しなかった理由をお答えください。,Q24【回答対象：全団体】自治体標準オープンデータセットのフォーマットでオープンデータの公開に取り組んでいますか。,Q25【回答対象：すでに自治体標準ODSで公開している団体のみ】自治体標準オープンデータセットに準拠して公開しているデータがある場合、該当するデータを全て選択してください。,Q26【回答対象：すでに自治体標準ODSで公開している団体のみ】自治体標準オープンデータセットのデータモデル型での公開を行っていますか。,Q27【回答対象：データモデル型での公開を行っている団体のみ】自治体標準オープンデータセット（データモデル型）に準拠して公開しているデータがある場合、該当するデータを全て選択してください。,Q28【回答対象：すでに自治体標準ODSで公開している団体のみ】自治体標準オープンデータセットを作成するときに、困ったことがあれば選択してください。（該当するものをすべて選択してください）,Q29【回答対象：すでに自治体標準ODSで公開している団体のみ】上記設問で「その他」を選択した場合、具体的な内容をご記載ください。,Q30【回答対象：すでに自治体標準ODSで公開している団体、または今後取り組む予定のある団体のみ回答】今後、自治体標準オープンデータセットに準拠した公開を予定している、または公開を検討したいデータについて、該当するデータを全て選択してください。（該当するものをすべて選択してください）,Q31【回答対象：上記設問で「公開を検討すべき自治体標準オープンデータセットはない」を選択した場合のみ】その理由を選択してください。（該当するものをすべて選択してください）,Q32【回答対象：上記設問で「その他」を選択した場合のみ】具体的な内容をご記載ください。,Q33【回答対象：すでに自治体標準ODSで公開している団体、または今後取り組む予定のある団体のみ】データを公開することが困難な自治体標準オープンデータセットについて、該当するデータを全て選択してください。（該当するものをすべて選択してください）,Q34【回答対象：上記設問で「データを公開することが困難な自治体標準オープンデータセット」を選択した場合のみ】選択したデータ毎にその理由をご記載ください。,Q35【回答対象：すでに自治体標準ODSで公開している団体、または今後取り組む予定のある団体のみ】自治体標準オープンデータセット以外のデータを公開予定であり、そのデータを自治体標準オープンデータセットへ追加することを希望する場合、その具体的なデータセットをお答えください。,Q36【回答対象：すでに自治体標準ODSで公開している団体、または今後取り組む予定のある団体のみ】既存の自治体標準オープンデータセットに、フィールドを追加したいデータセットがあれば選択してください。（該当するものをすべて選択してください）,Q37【回答対象：上記設問で「フィールドを追加したい自治体標準オープンデータセット」を選択した場合のみ】選択したデータセット毎にその項目をご記載ください。,Q38【回答対象：すでに自治体標準ODSで公開している団体、または今後取り組む予定のある団体のみ】自治体標準オープンデータセットについて、設問以外のご意見やご要望があればご記入ください。,Q39【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】オープンデータの公開と合わせてメタデータの公開を行っていますか？,Q40【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】別紙1 「➁自治体標準オープンデータセット　オープンデータ一覧（改定案）」のフォーマットでオープンデータのメタデータを公開する事は可能でしょうか？,Q41【回答対象：上記設問で「困難」または「非常に困難」を選択した場合のみ】その理由をお答えください。（該当するものをすべて選択してください）,Q42【回答対象：上記設問で「その他」を選択した場合のみ】その内容を具体的にお答えください。,Q43【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】別紙1 「③オープンデータの機械判読性段階モデル（案）」について、分かりやすい内容だと思いますか。,Q44【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】別紙1 「③オープンデータの機械判読性段階モデル（案）」について、現在公表しているデータはどの段階に該当しますか。おおよその感触で構いません。（該当するものをすべて選択してください）,Q45【回答対象：上記設問で「その他」を選択した場合のみ】オープンデータの機械判読性段階モデル（案）に当てはまらないケースをご記載ください。,Q46【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】別紙1 「③オープンデータの機械判読性段階モデル（案）」について、少しづつでも段階を上げていく取組を進めることが可能だと思いますか。,Q47【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】機械判読可能なオープンデータを増やす取組を進めるために最も有効だと思う支援を選択してください。,Q48【回答対象：上記設問で「その他」を選択した場合のみ】具体的に必要な支援内容をご記載ください。,Q49【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】別紙1 「③オープンデータの機械判読性段階モデル（案）」について、改善すべき点等お気づきの点があればお聞かせください。,Q50【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】現在の、貴団体の公式Webサイトの掲載内容に関する利用規約（ライセンス）についてお答えください。,Q51【回答対象：公式Webサイトの掲載内容に関する利用規約が政府標準利用規約の自治体のみ】貴団体の公式Webサイトの掲載内容に関する利用規約（ライセンス）を政府標準利用規約に変更した理由を教えてください。（該当するものをすべて選択してください）,Q52【回答対象：上記設問で「その他」を選択した場合のみ】具体的な内容をご記載ください。,Q53【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】自治体の公式Webサイトの著作権(ライセンス)が自団体で困ったことがあれば教えてください。（該当するものをすべて選択してください）,Q54【回答対象：上記設問で「その他」を選択した場合のみ】具体的な内容をご記載ください。,Q55【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】貴団体の公式Webサイトの掲載内容に関する利用規約を仮に公共データ利用規約に変更しようとした場合、どのような課題があると考えられますか？,Q56【回答対象：上記設問で「その他」を選択した場合のみ】具体的な内容をご記載ください。,Q57【回答対象：全団体】アドレス・ベース・レジストリ・ジオコーダー（ABRジオコーダー）をデジタル庁より行政機関向けに無料での提供を予定していますが、オープンデータに位置座標を整備する際をはじめ、どのような業務で利用できそうか、ご意見をお聞かせください。,Q58【回答対象：全団体】オープンデータの取組全般について、設問以外のご意見やご要望があればご記入ください。
10421,104213,群馬県 中之条町,群馬県,中之条町,提出済,良く知っている,50%,取組んでいる,,,不定期（年に数回）で更新を行っているオープンデータがある,11～50,既存のExcel等表形式のデータを手動で修正してオープンデータを作成している,,オープンデータを活用した事例はまだない,,オープンデータにどう取組んで良いか分からない,,低価格の導入パッケージ提供,,,,,,,,,,すでに取り組んでいる,"公共施設一覧;文化財一覧	;指定緊急避難場所一覧	;地域・年齢別人口	;子育て施設一覧	;オープンデータ一覧	;公衆無線LANアクセスポイント一覧	;AED設置箇所一覧	;観光施設一覧	;イベント一覧	;公衆トイレ一覧	;消防水利施設一覧	",行っていない,,"元データの項目が不足しているため、必要なデータの収集が難しい;自治体でデータを持っていない	;データの量が多すぎて処理が追いつかない	;データの更新頻度が高く、最新のデータに保つのが難しい	;データモデル型のデータを原課に作成してもらうのは困難	",,"公共施設一覧	;文化財一覧	;指定緊急避難場所一覧	;地域・年齢別人口	;子育て施設一覧	;オープンデータ一覧	;公衆無線LANアクセスポイント一覧	;AED設置箇所一覧	;観光施設一覧	;イベント一覧	;公衆トイレ一覧	;消防水利施設一覧	",,,"介護サービス事業所一覧	;医療機関一覧	;食品等営業許可・届出一覧	;学校給食献立情報	;小中学校通学区域情報	;ボーリング柱状図等	;都市計画基礎調査情報	;調達情報	;標準的なバス情報フォーマット	;支援制度（給付金）情報	;データモデル型：防災行政無線設置一覧	;データモデル型：教育機関一覧	;データモデル型：公営駐車場一覧	;データモデル型：公営駐輪場一覧	;データモデル型：投票所一覧	;データモデル型：ゴミの分別方法一覧	;データモデル型：赤ちゃんの駅	;データモデル型：ゴミ集積所一覧	;データモデル型：観光ポイント	",,,"フィールドを追加したいデータセットはない	",,,,時間はかかるが可能,,,どちらとも言えない,0　 (どんな形式でもよいので)あなたのデータをオープンライセンスでWeb上に公開しましょう;1　できるだけ再利用しやすい形式で公開しましょう（例：PDFよりもワードやパワポ、両方あっても良い）;4　(上記に)標準的なメタデータを付けましょう,,どちらとも言えない,必要なソフトウェアやツールの提供,,,自団体,,,,,変更のための手続きがわからない,,,
10424,104248,群馬県 長野原町,群馬県,長野原町,提出済,知っているが詳細は分からない,10%未満,取組んでいる,,,ほとんど更新していない,よく分からない,その他,群馬の統計情報提供システムのオープンデータサイトのリンクを町ホームページに掲載している,オープンデータを活用した事例はまだない,,オープンデータを担当する人的リソースがない,,低価格の導入パッケージ提供,,,,,,,,,,よく分からない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GISデータや国土地理院等を活用しているため、どのような分野の業務で活用できるのか、想定ができません。,特にございません。
10425,104256,群馬県 嬬恋村,群馬県,嬬恋村,未提出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10426,104264,群馬県 草津町,群馬県,草津町,提出済,名前は知っている,50%,取組んでいない,未計画,,オープンデータに取組んでいない,オープンデータに取組んでいない,オープンデータに取り組んでいない,,オープンデータに取組んでいない,,オープンデータを開始した後の業務プロセスが不明,,オープンデータのセミナー・ワークショップ開催支援,,利用したことがない,,利用したことがない,,利用したことがない,,利用したことがない,,まだオープンデータに取組んでいない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10428,104281,群馬県 高山村,群馬県,高山村,提出済,知らない,よく分からない,取組んでいない,未計画,認知不足及び人材不足に開始時期が未定,オープンデータに取組んでいない,オープンデータに取組んでいない,オープンデータに取り組んでいない,,オープンデータに取組んでいない,,オープンデータの効果・メリット・ニーズが不明確,,よく分からない,,,,,,,,,,まだオープンデータに取組んでいない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,認知不足でわからない,特になし
10429,104299,群馬県 東吾妻町,群馬県,東吾妻町,提出済,知っているが詳細は分からない,50%,取組んでいる,,,よく分からない,よく分からない,その他,群馬県のオープンデータを利用している,よく分からない,,予算がない,,利活用計画コンサルティング,,,,,,,,,,よく分からない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10443,104434,群馬県 片品村,群馬県,片品村,提出済,知っているが詳細は分からない,10%未満,取組んでいる,,,ほとんど更新していない,よく分からない,その他,県のオープンデータサイトへのリンクを設定している,オープンデータを活用した事例はまだない,,オープンデータとして出すデータの判断ができない,,オープンデータ作成・公開の作業支援,,利用したことがない,,利用したことがない,,利用したことがない,,利用したことがない,,知らない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10444,104442,群馬県 川場村,群馬県,川場村,提出済,知っているが詳細は分からない,50%,取組んでいない,,,オープンデータに取組んでいない,オープンデータに取組んでいない,オープンデータに取り組んでいない,,オープンデータに取組んでいない,,オープンデータを担当する人的リソースがない,,よく分からない,,,,,,,,,,まだオープンデータに取組んでいない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10448,104485,群馬県 昭和村,群馬県,昭和村,提出済,名前は知っている,30%,取組んでいる,,,不定期（年に数回）で更新を行っているオープンデータがある,よく分からない,その他,群馬県オープンデータサイトに登録してある昭和村のデータを利用。,オープンデータを活用した事例はまだない,,オープンデータを担当する人的リソースがない,,利活用計画コンサルティング,,,,,,,,,,知らない,,,,,,,,,,,,,,,,,,,,,,,,,,CC BY 2.1 JP,,,,,,,,
10449,104493,群馬県 みなかみ町,群馬県,みなかみ町,提出済,名前は知っている,10%未満,取組んでいる,,,不定期（年に数回）で更新を行っているオープンデータがある,10以下,既存のExcel等表形式のデータを手動で修正してオープンデータを作成している;紙のデータを手動で入力してオープンデータを作成している,,オープンデータを活用した事例はまだない,,オープンデータを担当する人的リソースがない,,オープンデータ作成・公開の作業支援ツール提供,,,,,,,,,,知らない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10464,104647,群馬県 玉村町,群馬県,玉村町,提出済,知っているが詳細は分からない,よく分からない,取組んでいない,未計画,取り組むための体制が整えられていないため。,オープンデータに取組んでいない,オープンデータに取組んでいない,オープンデータに取り組んでいない,,オープンデータに取組んでいない,,オープンデータを担当する人的リソースがない,,低価格の導入パッケージ提供,,,,,,,,,,知らない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10521,105210,群馬県 板倉町,群馬県,板倉町,提出済,名前は知っている,10%未満,取組んでいない,未計画,,オープンデータに取組んでいない,オープンデータに取組んでいない,オープンデータに取り組んでいない,,オープンデータに取組んでいない,,オープンデータにどう取組んで良いか分からない,,手順等をまとめたガイドラインの整備,,,,,,,,,,まだオープンデータに取組んでいない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10522,105228,群馬県 明和町,群馬県,明和町,提出済,良く知っている,50%,取組んでいる,,,よく分からない,よく分からない,その他,群馬県のオープンデータへリンクしている,よく分からない,,統括する部門がない,,他の地方公共団体との連携支援,,,,,,,,,,知らない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,わかりません。,どんなデータを公開するか、ある程度の目安があったほうがやりやすいのではないでしょうか。
10523,105236,群馬県 千代田町,群馬県,千代田町,提出済,知っているが詳細は分からない,30%,取組んでいる,未計画,,ほとんど更新していない,よく分からない,よく分からない,,よく分からない,,よく分からない,,よく分からない,,,,,,,,,,よく分からない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10524,105244,群馬県 大泉町,群馬県,大泉町,提出済,良く知っている,80%,取組んでいない,2025年度中(令和7年度中),,オープンデータに取組んでいない,オープンデータに取組んでいない,オープンデータに取り組んでいない,,オープンデータに取組んでいない,,オープンデータの利活用が進まない,,オープンデータ作成・公開の作業支援ツール提供,,,,,,,,,,まだオープンデータに取組んでいない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10525,105252,群馬県 邑楽町,群馬県,邑楽町,提出済,知っているが詳細は分からない,30%,取組んでいない,未計画,,オープンデータに取組んでいない,オープンデータに取組んでいない,オープンデータに取り組んでいない,,オープンデータに取組んでいない,,よく分からない,,よく分からない,,,,,,,,,,まだオープンデータに取組んでいない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,110001,埼玉県,埼玉県,埼玉県,提出済,良く知っている,80%,取組んでいる,,,定期的更新（週1、月1など）を行っているオープンデータがある,501～1000,システムから出力して、ほとんど手間をかけずにオープンデータを作成している;既存のExcel等表形式のデータを手動で修正してオープンデータを作成している;現在は手動でオープンデータを作成しているが、今後は自動化することを検討している。,,住民サービスの向上につながったオープンデータ活用事例がある,,オープンデータの効果・メリット・ニーズが不明確,,先進的な活用事例の公開,,利用したことがない,,"利用したことがある	",市町村担当者向け研修を自団体で開催する際に研修テキストの元として活用したことがあり、参考になりました。,,,,,すでに取り組んでいる,"オープンデータ一覧	",行っていない,,その他,自治体標準ODSの効果・メリット・ニーズが不明確なため、データを公開する働きかけが困難,"公開を検討すべき自治体標準オープンデータセットはない	",その他,市町村に働きかけてデータを集める立場であるため,"公共施設一覧	;文化財一覧	;指定緊急避難場所一覧	;地域・年齢別人口	;子育て施設一覧	;公衆無線LANアクセスポイント一覧	;AED設置箇所一覧	;介護サービス事業所一覧	;医療機関一覧	;観光施設一覧	;イベント一覧	;公衆トイレ一覧	;消防水利施設一覧	;食品等営業許可・届出一覧	;学校給食献立情報	;小中学校通学区域情報	;ボーリング柱状図等	;都市計画基礎調査情報	;調達情報	;標準的なバス情報フォーマット	;支援制度（給付金）情報	;データモデル型：防災行政無線設置一覧	;データモデル型：教育機関一覧	;データモデル型：公営駐車場一覧	;データモデル型：公営駐輪場一覧	;データモデル型：投票所一覧	;データモデル型：ゴミの分別方法一覧	;データモデル型：赤ちゃんの駅	;データモデル型：ゴミ集積所一覧	;データモデル型：観光ポイント	",市町村に働きかけてデータを集める立場であるため,,"フィールドを追加したいデータセットはない	",,,行っている,時間はかかるが可能,,,わかりやすい,0　 (どんな形式でもよいので)あなたのデータをオープンライセンスでWeb上に公開しましょう;1　できるだけ再利用しやすい形式で公開しましょう（例：PDFよりもワードやパワポ、両方あっても良い）;2　できるだけ元データも再利用しやすい形式で公開しましょう（例：文章と表が同一文書に混じっている場合、表の元データはExcelで公表）;3　できるだけ元データは機械判読可能な構造で公開しましょう（例：表形式データ「整然データの形式で」、複雑な構造「JSON/GeoJSONの形式で」）;4　(上記に)標準的なメタデータを付けましょう,,時間はかかるが可能,必要なソフトウェアやツールの提供,,・段階(0～4）は5つ星オープンデータの段階（1～5）と混乱しそうなので、別の段階記号としていただくほうがわかりやすい。・段階0のPDFは、画像PDFではなく、テキストの検索や抽出ができるPDFファイルにすることが望ましい。との補足があったほうがよい。・段階0の補足に「ウェブサイト全体に適用できるとよりベター」とあるため、ファイル形式の例にHTML等も含まれるのでは？・ZIPは段階0になるのか？,自団体,,,,,既存の掲載内容（コンテンツ）に対する権利関係の確認が大変である,,住所録のみの施設情報を収集した際に、ジオコーダーを利用することで、簡単に緯度経度情報に変換が可能となるので、GISシステムに掲載するデータの作成の際に利用することが考えられる。（例：電話帳サイト等からコンビニやスーパーの住所を収集し、緯度経度に変換したい場合など）但し、当県については現状GISシステムにジオコーダー機能が搭載されているため、利用する可能性は低い。,庁内や市町村にオープンデータ公開の働きかけをする際に、オープンデータを公開することのメリット・効果や住民と企業が必要なデータのニーズが不明確なため、データ公開を促すことが難しい。上記のメリット、効果、ニーズの各自治体で共通的なものをまとめていただけますと幸いです。
11100,111007,埼玉県 さいたま市,埼玉県,さいたま市,提出済,良く知っている,30%,取組んでいる,,,定期的更新（週1、月1など）を行っているオープンデータがある,51～100,システムから出力して、ほとんど手間をかけずにオープンデータを作成している;既存のExcel等表形式のデータをマクロ等を用いて自動でオープンデータを作成してい,,民間事業者と連携したオープンデータ活用事例がある,,原課の理解が得られない,,手順等をまとめたガイドラインの整備,,"利用したことがある	",研修資料自体がオープンデータとして公開されているため、庁内向けの研修資料として、利用しやすかった。,"利用したことがある	",,利用したことがない,利用する機会がなかった。,利用したことがない,利用する機会がなかった,すでに取り組んでいる,"オープンデータ一覧	;医療機関一覧	;都市計画基礎調査情報	;標準的なバス情報フォーマット	",行っていない,,"元データの項目が不足しているため、必要なデータの収集が難しい;データモデル型のデータを原課に作成してもらうのは困難	",,"公共施設一覧	;文化財一覧	;指定緊急避難場所一覧	;地域・年齢別人口	;子育て施設一覧	;公衆無線LANアクセスポイント一覧	;AED設置箇所一覧	",,,"データモデル型：防災行政無線設置一覧	;データモデル型：教育機関一覧	;データモデル型：公営駐車場一覧	;データモデル型：公営駐輪場一覧	;データモデル型：投票所一覧	;データモデル型：ゴミの分別方法一覧	;データモデル型：赤ちゃんの駅	;データモデル型：ゴミ集積所一覧	;データモデル型：観光ポイント	",データモデル型の作成が困難であるため。,,,,なし,行っている,可能,,,わかりやすい,0　 (どんな形式でもよいので)あなたのデータをオープンライセンスでWeb上に公開しましょう;1　できるだけ再利用しやすい形式で公開しましょう（例：PDFよりもワードやパワポ、両方あっても良い）;3　できるだけ元データは機械判読可能な構造で公開しましょう（例：表形式データ「整然データの形式で」、複雑な構造「JSON/GeoJSONの形式で」）,,時間はかかるが可能,必要なソフトウェアやツールの提供,,,CC BY 4.0,,,,,関係機関との調整が必要である,,,
11201,112011,埼玉県 川越市,埼玉県,川越市,提出済,良く知っている,50%,取組んでいる,,,定期的更新（週1、月1など）を行っているオープンデータがある,101～500,システムから出力したファイルを手動で修正してオープンデータを作成している;既存のExcel等表形式のデータをマクロ等を用いて自動でオープンデータを作成してい;既存のExcel等表形式のデータを手動で修正してオープンデータを作成している,,その他、オープンデータを活用した事例がある,・バス停検索（バス停検索サービス）…本市のコミュニティバス情報が利用されている。・授乳室等のマップ検索サービス…「公衆トイレ一覧」が活用されている。・ファミリー向けお出かけ情報サイト「いこーよ」…観光施設情報等に活用されている。活用事例掲載先URL：https://opendata.pref.saitama.lg.jp/examples（埼玉県オープンデータポータルサイト）,オープンデータの効果・メリット・ニーズが不明確,,その他,国として推進していく以上、少なくとも策定済みの自治体標準ODSについては、所管省庁から各都道府県・市区町村への働きかけが必要と考える。（実際、GTFS「標準的なバス情報フォーマット」については、国交省からの通知があったことで、原課側からオープンデータ化の相談があった。）,,,,,,,,,すでに取り組んでいる,"公共施設一覧;文化財一覧	;指定緊急避難場所一覧	;地域・年齢別人口	;子育て施設一覧	;オープンデータ一覧	;公衆無線LANアクセスポイント一覧	;AED設置箇所一覧	;介護サービス事業所一覧	;医療機関一覧	;観光施設一覧	;公衆トイレ一覧	;消防水利施設一覧	;標準的なバス情報フォーマット	",行っている,"防災行政無線設置一覧	;教育機関一覧	;公営駐車場一覧	;公営駐輪場一覧	;投票所一覧	;ゴミの分別方法一覧	;赤ちゃんの駅	","他の省庁等の依頼により別のフォーマットでデータを作成しているため、作業が重複している;元データの項目が不足しているため、必要なデータの収集が難しい;個人情報を含むため公開できない	;その他",データモデル型は、共通データモデルの作成が困難（項目が多い、IDの付番ルールを定められない等）なため、追加データ項目だけを公開している形になっている。,"小中学校通学区域情報	",,,"イベント一覧	;食品等営業許可・届出一覧	;調達情報	;支援制度（給付金）情報	;データモデル型：ゴミ集積所一覧	",イベント一覧、食品等営業許可・届出一覧、調達情報、支援制度（給付金）情報：情報の量が多い、更新の頻度が高いことから、自動更新できるような仕組みが必要。;食品等営業許可・届出一覧：個人商店等は店主個人の情報が含まれており、オープンデータ化にあたって課題となる。;ゴミ集積所一覧：不法投棄の懸念,公園等一覧（仮称）：本市では、以前まで公共施設一覧に公園や児童遊園を加えていたが、性質が異なると感じたため、公共施設一覧から分離し、公園等一覧として公開している（暫定的に公共施設一覧の定義書を用いて公開している）。公園や児童遊園は、子どもたちの身近な遊び場であり、子育て関係において活用が見込まれるのではないかと感じている。,"フィールドを追加したいデータセットはない	",,・定義書によって、「名称_英字」となっているもの（AED設置場所一覧など）と「名称_英語」となっているもの（公衆無線LANアクセスポイント一覧など）が混在しており統一をお願いします。また、「公共施設一覧」では、「飲食可否」に対する説明が「有無を記入」となっており、定義書の不備が散見されます（特に項番36～52の二者択一の設問部分）。また、設問への説明が端的すぎて設問の意図・趣旨がわかりづらく、解釈が分かれてしまうような設問は定義書として不適切かと思われます。・介護サービス事業所や医療機関一覧は、厚生労働省において全国の情報を検索できるサイトを公開していることから、厚労省においてオープンデータ化すればよく、自治体標準ODSとして各自治体がオープンデータ化する必要性は無いと考えます。,行っている,可能,,,わかりやすい,0　 (どんな形式でもよいので)あなたのデータをオープンライセンスでWeb上に公開しましょう;3　できるだけ元データは機械判読可能な構造で公開しましょう（例：表形式データ「整然データの形式で」、複雑な構造「JSON/GeoJSONの形式で」）,,どちらとも言えない,必要なソフトウェアやツールの提供,,,自団体,,,権利侵害の指摘を受けたことがある,,既存の掲載内容（コンテンツ）に対する権利関係の確認が大変である,,,現状では、各自治体がそれぞれの公式HPへオープンデータ用のポータルサイトに掲載しているが、自治体ごとに公開するのでは、利用者にとっては不便ではないかと思われます。このため、国で一元化（例：e-statに連携・集約する等）したサイトを構築し、そのサイトに各自治体が掲載する方が利用者の勝手がよいと考えます。
